likes,business_id,user_id,date,text
0,FDxnnImJ-Q0CXRwGVJ1gig,TUu4SppnJ1S3lQ_jTxMpOw,2012-12-28,"Great sandwiches, salads and burgers! Also love the complementary dips!"
0,cKG42eNhcACwgXcqAyhjRg,kSJw66lRiPg4h-Nz7QhiLQ,2014-08-31,Try the sticky rice with Lao sausage. Remember to eat with your hands
0,UNI1agsPX2k3eJSJVB91nw,0rsY9WPCzRh3uE6mx582MA,2011-09-13,Get an extra bib to cover those ridiculously expensive purses the ladies have....
0,UZ6iaiEf3nbQYASLTZgSaQ,RQlnSCjuqMnhR3Qk6j4KoA,2014-03-18,$15/hour special is in effect before midnight. After that it is $20/hr.
0,LNGBEEelQx4zbfWnlc66cw,O8eDScRAg6ae0l9Bc24uMA,2012-04-05,Its either here or rio buffet for crab legs. Yum!
0,7CPGGNwHibzQtnERq7u2Hw,z-Vh7P_ExDZ17u3NP62rWA,2015-03-20,Great atmosphere and amazing food :)
0,SLOk1JpV0JQK-MXYroDKYQ,kmofOnbjUALPmy1ygyUs7A,2014-01-11,Horrible!!!! Never again!
0,9p2phMmjGq2QJ6PNO9LZxA,tQPk4JiBPsx7NSIDbW49Vg,2012-09-14,Last cup of coffee one more hour off work nice.....;)
0,TBYVqlm4hYwJeqmAdBqGaA,ZUnmsVs1Vdp9_UtG41u7mw,2012-06-27,Great customer service!
0,_ZfjpSEO5ntk-1hbnwCR4g,XGqX3abkPW2vefif97PXxA,2015-02-22,Beautiful suites
0,DZwR0EIPKlmC3mMLhTkqcQ,lgedMkEu2ESh6a0xF79GkA,2018-03-10,Amazing!!!! They r so sweet & have the best food everrrrrrr
0,U_x3Ryer88VwUlqa71Np-g,CmcMeSdPo4HGlgVnk4wiqQ,2018-05-09,Love the jalapeño hummus!!!
0,jcasci3gjbsSuTEVzvDQKg,C3wJYcNbb1aA1upSAOdBeA,2014-06-05,Calamari is nothing special go with goat cheese app instead!
0,sv694ZNBZfoC18OL5eRVuw,O8eDScRAg6ae0l9Bc24uMA,2014-05-25,"You can book a wedding or graduation party here! My favorite spot is the ""garden"""
0,Tw3miGKZHtmxmaQZIYFRrA,lnSIDR7urdDR5vaY6z-WLQ,2016-07-09,Very good pizza and great vibes!
0,PW7BKAikdVS8R-oBr9Zomg,sAOdKC09kMqFfnVCrJRWvQ,2017-01-01,"$60 for gel manicure, spa pedicure. Standard price and can't find any cheaper in town."
0,ndq4rJcFLMbMGU_gK5u79Q,vdjV0azMGBy2zpd69yefAw,2014-04-22,Great food!
0,nWD8OWd_DAXGubGpFenmiw,74goFJSWzAwmk69XfPqEag,2014-05-02,"Salsa, guac and chips. Not good."
0,yJwgfNURDz1ftoQkSqWnTw,WaG14Aq5jPdiG5xQ51aGUA,2018-02-20,Love it here
0,K4w7eHzgtm0ZNgQupNm6HA,69d00lDXdleRVnAI99ETfA,2017-05-08,Most amazing fish ever in the gta area. Haven't had better yet.
0,fr6ojHDZYrpUQl7kVGuVJQ,o9SGN2rXiAr3-djRv8Kr9g,2012-10-26,Two slices and a drink for $6.19 is a good value for airport food.
0,hHXHprw3bvhrPgyUkxVbaA,vc7mEorcrWV04rCSQV2uWg,2015-10-21,Good but a lil bit over priced for that small ass shawarma  blyat hahahaha
0,ZCe93zAkxr2KOBU1NT0lmg,6rkw0DKWx338hT39ELh8pA,2010-12-30,Happy hour with family!
0,x_TqELcRUk2csOWxqlyrzA,j7ZFUzI_msxurzz4kXZVbQ,2015-09-06,Best food ever.
0,SXWLhxdcFCLPnF7AlFbg4g,dH0RRa3Bz9_69Zol72ZvyQ,2017-10-09,I am so sad..... whyyyyyyyy did you leave us  ???? now there is some horrible place that took this wonderful restaurant  spot .
0,qkyCuFJF2Uboh6n2Lmuwlg,ldHjawzKJnodDMfnFTP52Q,2013-09-30,The banh mi was great! Great customer service! Baguettes were soft! Yum!!!
0,R_M4P9XetEM-aLE7eHdthw,1M42zdo0-X8Ni8pCwsLQyw,2015-12-09,"Why is it closed 3 pm to 5pm ? Ruined it,will not be back"
0,BmrURcBeDmwT78YGrfSYYg,g_GhhHtMofLnlokoScupBQ,2012-03-24,Guess who is gettin' a trampoline?
0,vdZOiZH9sTseyll44waMuA,Qszci3ygCsq08oUFRom3WQ,2011-09-13,Brooklyns birthday!
0,W2CzAePJakvARgoQuohbOA,YCT80Asa2xFNlOX1Vl5HYw,2011-08-04,Lovin' the in-n-out urge!
0,MpmFFw0GE_2iRFPdsRpJbA,qcmxfx2nWxpH2XtADyCrDg,2011-08-29,Midnight Swim on Sundays: a must-do Vegas experience!
0,8iVd6gMWKGGU9SL55B4vjg,YhRVgB-wb2LycTk1wOyqpQ,2014-06-07,Burritos are huge!
0,xnmQ1-YwnQJiV4zrP2LDuw,6tbXpUIU6upoeqWNDo9k_A,2017-03-03,2 for $5:  XL cheeseburger and Big Fish.
0,uO_OX2DXmzo2c72YpbXe1A,4oFC-9eSWkm58PuRDw7ihQ,2017-05-14,"Very good Thai place , good for vegetarian too!!"
0,WpI5MZC3XzlTpcUOKXzCbA,oGkWRSFBhVJgXn37KBy1cA,2012-11-13,"Best bottom shelf margaritas , happy hour is now! awesome view."
0,7vHvQCjPq5pWj7Rio1A--w,9HeDzIP2Kg9WzxxPLa7M-w,2012-06-19,Gettin' my AYCE sushi fix with Christie O.!
0,osu1j_Lg8R9brpuMMn3a3A,a87nqAwaD_SBUMzDoK_FgA,2017-07-15,Too much excellent food here. Would advise to come with an empty stomach.
0,woXlprCuowrLJswWere3TQ,IdbaRCFtRUzmu3AZjNc_rg,2018-01-05,Reservations are hard to get unless you do a week night.
0,EDcZRvERC22Cvw1yi4-VKg,_p8oIzKn97xBYGW0wngWIQ,2018-05-10,Good enjoyed it
0,a_62dMNb-UjY6Mc4tbt42g,WBWBB9fLZ7ialgUSPf9d7w,2016-03-27,Bring everyone that wants to have fun.  Best staff in Pittsburgh.  Giant beer selection.  Great views    Wonderful location.   Ps you can bring your own food.
0,Gv22m9DZyrfW_R6wqL6fEA,6-g1Aw92UoDijvc4k-wWdw,2013-04-26,Free WiFi
0,fcUZ0HlaO1bMW26tzQZVOQ,5mog-DEw97elBQb9NQjisg,2016-11-23,WTF?! An efficient McDonald's? This must be Bizarro World.
0,PIpCmok4zzozeSI7iT9H9A,OaN8UG7flab58O525eRsgQ,2012-04-02,Salt River Fields... Forever!
0,YQ--LJ7pvjiDSqNv0TuKTQ,m4VAw2u8gHrANfXP7CW2mg,2013-05-18,The best pizza!
0,4v3VBHPh8wNR1zQ3PNtJOg,kDM56fYrCzf6d2jjrK4AFQ,2016-03-03,Bed bugs alert!!!!
0,ecJri9ozyke4dOCWulZiRQ,J-ZMQMjMhoJ6oTDZ_Y-MNw,2016-10-14,Nishikawa ramen black  is good. But the girls that work here are slow!!
0,wKA2y-F_fPcBDOkpzDB9eQ,h74-HX10dTn9OE2UYIoWZA,2015-10-01,Great food service and vibes! Love this place!
0,X8AGCsJHw-GuTqkzy2J3cg,DwE43rpUgyMTi4xKxII8cg,2016-12-22,Unique breakfast menu. Chill vibe. Had a great experience.
1,aqwn3jdQLCWnb59gHK4nAw,ZqJ-6J7HDZvkSmkLBqm-Zw,2013-07-21,Would not be a Vegas visit without the shack
0,_R1jBQQieKpNGMBqmrLRyA,i3egntAMO4BtsFl6mO4tfQ,2011-04-16,Great crawfish chowder!
0,2SbyRgHWuWNlq18eHAx95Q,3o8c_R-Kv5UOoXXuMEOZAw,2016-11-10,Best tempura ice cream!!!!  It's contains a chocolate lining in between the crunchy tempura and the creamy vanilla ice cream!
0,F1ISXp1sC0iQ2Ee138J73g,wbZeIVRTZ2gT5d8cgsviXA,2014-08-16,Nova lox is so good
0,O85iR6k-pDHpRFwXlppdSw,qQg8yBR3atXckfzCo4NUNQ,2011-10-13,French hot cake
0,PUaHywltgG_ZWjATIlC7MQ,CaPtps6GM-Akh9xOivHTTQ,2017-06-15,Came here today and got this done.
0,u-wMJnxyIW4JWUua-0jfug,tbneuQASYROc6y43QVexBQ,2016-12-20,"So happy Kong, my favorite strain is back. I never leave Essence without a smile!"
0,5PHtPAdqTdaOPSK4ll1k5g,LpRNBO5faKT2qv-7XqMCmA,2014-08-09,Yup.  Still very good and worth every penny.
0,PAcD-1Z6iLxupFAYub_kXA,KDcJX84Fu6vLoil2D3XnnQ,2013-10-12,Amazing
0,ml916FaOdF870Jrk0ZQETA,Ju2BjfkY2nVHeLdJjALESA,2012-07-08,"Breakfast, then a song and a free brownie for Amanda's B-Day"
0,x_yrwPrJACZSiyLrOdODYA,qv2PqsOhIuCDwhC1CyyYGw,2018-06-09,Amazingly awesome food ppl!! 10 stars
0,GlGLT1R3_LrRAKEYRvQesg,1DsuFRjdW0gDA23Xswzoqg,2014-02-23,"Make sure you watch for their ""sport specials."" Whenever a local team wins you get a discount, normally 50% off. They also do a free Superbowl pizza too."
0,ESinwiCgoJNG-tMWxVQhqQ,WhbYfbRqsEX3Gv4OHNfbeg,2014-03-11,"Love,  love this place!   Sushi is the bomb. You must try their YUMMY AVOCADOS!"
0,Trbt0Ex85yvwT8DHoEFCvg,xMSDosWZGitXSmCty779Ow,2012-03-01,Lunch time and 2 for 1 drinks.
0,kIUhkZlBr5lgO_pj_DHuow,L-u8CvCY06zwxKbofRmlmQ,2015-12-18,"I'll keep it simple:
Decent tap list, good ambiance, solid live band."
0,F6Xyqyoi_RCTc3mf00ip2Q,AP6W50NPknC4K2eMg1EOcA,2016-04-17,"This is a little gem of a place, great service and great sushi"
0,IZivKqtHyz4-ts8KsnvMrA,u_wqt9RshdZsoj8ikLqoEQ,2014-07-16,BOGO grand opening special 7/18-7/20! Might be the worst parking lot to open a boba business. Yeeesh
0,H4N3wGaSJsy8hrNDtADmug,9rEQtVw5En6jm8gN9vCWPQ,2011-04-19,Make sure you try the fries!  They are fresh (no yucky old oil taste) and crispy just like when you make them at home!
0,vyzfT3_KzLi8WmInwIVPeg,LZ4dK6t7uWjF8FbBGTIwUQ,2016-09-26,Awesome service always remembering me
0,AzN_Q0ckOHLSfK1uRo_bHg,yvb0g0-CRzD-yOEqqP901A,2016-03-10,Awesome job as always!  Host and makes you feel like family
0,2rwXoPJlVu-PNg24MO2-YA,kdLfs40E2uAd8vmpklVSNA,2017-01-09,Great pedicure.  Worst manicure I've EVER HAD!!!!!!!!
0,LR0qF0FEVsCOhYWUOiH26A,NGyIsMXko7rW3FDwMA4StQ,2012-10-01,"Bring an empty stomach, if u like seafood this is the place."
0,NPiLy71qqXzb45k9eQOgCQ,suD8AjbVgB4pAXLawhIAmQ,2014-06-23,"I have one thing to say: ""Maize's is NEVER a bad idea."" That is all :)"
0,F8nkAcuCNH-09AWnfv_oWw,nUQLFJ0DozX_Rjpo3Z34MA,2012-11-16,Great concept. Adequate food. Mediocre service.
0,7yQMwsuV_8rV-EchuvCG5g,vcSv0WCmCA1Q2skeOL1HBw,2017-10-13,Awesome service!
0,YQ--LJ7pvjiDSqNv0TuKTQ,WxEFmtrG2a14y4YM0m0aPw,2015-04-29,Amazing!!!! Fresh cheese!!!- Authentic.
0,gbxR91UBgVCrw6E7kfMxog,3ItZMmWMLA-enY2yQY0tAA,2016-04-20,"Fast and fresh, perfect combination for a good lunch spot"
0,8Y5p2IQMLX6QjGPzxanexg,XCscctIz67KheVKAX_VzHA,2017-05-12,This place is a turn up!
0,uBZq-ny6OgE2_J4ejH6OUg,i15Mp7SYW48_ca_TTkhblg,2014-12-06,Get a shake
0,owLXnEhlMLsFpemYoOxNkg,ge_yqJd241NMPuyOS_J_LA,2011-11-06,Nice.
0,NTQXBbCa5Ugj5lNr6E4J5w,cFjSXb2acPL4zTSGzQI80g,2014-09-11,Ask for spicy mustard
0,1N0NhvtN1JmPlozjuY_QfQ,PRW1BTntSaMG7mnTXHONcw,2012-11-29,Fuck Walmart #sorryabouttheprofanity
0,99kGGQoig4YaRi-52VtqMA,5aspih4wFIiaSRR4wxniPg,2017-06-02,!
0,l6ChWz5fwhkvuEmThuFl5w,-QRHdZeIg47swwfMYEwfPA,2013-09-08,I did not think the coffee was very good and it was pricey.  I will not be back.
0,y_3Csg19MnwCX8M_aMgMHA,bWxeDLTenYE3PvBu6PZavg,2015-10-27,Prices have gone up. Old take out menus are still being distributed!
0,qcqDjeirxvdgW5kQVkEwSA,tLohGgqKBo7L-ydLHwTcxQ,2013-09-13,Pad Thai what else?
0,6SspP-R5U6BcnfxoqGgqeQ,iCggRg8YUw8JXTGh1FsdkQ,2016-01-02,Free fun size with Yelp check-in!
0,eCeFBHucdjbZkJlry8EALw,b5keUm2cagDKY8MGgOer4w,2014-04-13,The line is always the longest; get there early.
0,NTtLuuBKpywlyIz6oyd9kg,gqCu2KVbTqQeRFNEF1K7zA,2016-09-04,Amazing food!  Excellent service.  My new favorite sushi joint in Vegas.
0,f5O7v_X_jCg2itqacRfxhg,mKBS1ne5j7k6Yeq9GTwmQQ,2012-10-01,Arrived at 730. They came out at 7:45 announcing that they are sold out until 9pm. That's twice in one night
0,daI7_EpE3ZrkEZEt2qdTBQ,_mltPLel49c-KVr_dJkNhg,2016-10-27,"Bad food and service, watch out for the guys at the counter Reddy, he will swindle you with his tactics."
0,Fr5R5w74Xg7sKMlt4PPtHg,8ye6-7YYMsp0YizCLyrxcA,2016-01-04,"Diamond Market has a great happy hour. There are a few beer specials, house wines are $4, and there are appetizer selections for $2, $3, and $5. I came here with 3 friends and we shared 4 apps and each had a drink for less than $10 each!"
0,NXT94mdw1KWadc3q0u0KYg,FgyvflZtqRF03j5bIrlnlA,2018-03-07,The buffet is the ONLY thing worth coming to the palms for anymore. Trust me...
0,V5-Ym9xgjUl-KJo6IzAPHw,Xp9cktHJYvusEygkqce4lg,2012-06-18,Time to exercise!!!
0,VsewHMsfj1Mgsl2i_hio7w,oPTb71oGPZq-wOGIWLKnWw,2014-08-27,Good happy hour. Attentive service. Garlic bread with dipping sauce phenomenal..... And tasty too. Must have eggplant parm appetizer.
0,SAfuIUZMXrOnb3LWyvYjDA,iMXBMup0pYKaFeMTTNSDWg,2014-03-08,It says 10pm they close on Saturday but FYI it's 9pm. Just called to check bc I was going to order food and they were closed! So don't drive out after 9pm on Saturday!
0,tF9x2PFZM_DOIpIxk0DDzQ,u2G_iKhPcaqcT8eppMz82Q,2015-03-29,Went at night time and it was full of homeless people!
0,MLVBJjbgk3sLZYyxqBD4XA,8GKaOfeN80GuZaG7aALuCg,2015-09-03,WiFi password is hkmilktea
0,xtkApGzfGU4JVjq5FAaxDQ,SRvJM3ddlqm0V43RCsXg4A,2017-07-20,Great food
0,6e0Abng1LRexKI4LRJTX_A,L2IGjS7jn_9xs0nFxr7wCg,2016-06-24,Good breakfast burritos.  Call ahead and skip the line.
0,kROYR_6mVfg9WgJ7z1HOSA,T5I9fwtXinCgUv92gFJ4gQ,2015-03-01,It's always a tough choice what to have... Thank God for the Create your own option!!
0,94VXn5sElI4YbG8DCIVffA,SMLfQQIhsPTtkF5Uh_snzw,2012-05-25,Delicious authentic Venezuelan cachitos. Their desserts are good too.
0,ORNb79LPI1lZLMo60jsDYQ,cKKhrK5BbvS9cEW26LrNEQ,2010-11-13,"All Beatles, all the time. Sweet."
0,-i1NHzA-ymVc0vNKwNa88Q,WlL5xRcG2paD6XGuACXmhA,2011-06-19,Roadhouse shrooms
0,9MMks9B1cMDtdrBHW08WPQ,YHr-ijGyWQg3hsP-sEEl4A,2016-05-16,"Choice of Phil & Sebastian, Bolivia Villa Imperial or Bows & Arrows, Hathaway Blend for espresso"
0,5rEKjXLslSp58R2ygAZh6w,NjNJ1JLnMlOfnDI6Oz6Qew,2015-03-09,"Jenny is great, and everyone was friendly. Very clean. The deluxe pedi is worth the price."
0,5u27mhDjcJ4Y7QbDhRyaXg,axRj8UApM85VQ9ZKt_Icmg,2016-05-22,Just added Oreo smoothies to their menu!
0,CRVtzesMuwHK-phmS_ojaA,MjYqamx898JiRnqYm7kD8Q,2011-06-05,I highly recommend the Greek salad.
0,tPWn698nZ-yYj3yTwOsczQ,sELpZpITOy9abQB3YY2Ugg,2016-08-09,Talenti gelato on sale now for $2.88/pint when you buy 5! Eek!!!!
0,RrXlDMjW30v2KatCxOobdQ,NilsW3d00UkDYZCTLC60Ow,2012-03-17,Come visit me today for lunch!!!  Corn beef and cabbage $5!!!  All proceeds go towards Whole Planet Foundation!!
0,cRuShqUPD_QD5faU6S45sQ,gzX_Jz6OYm2aQzzZGZOXhw,2016-07-30,"Good buffalo salad,  they turned the air down for us,  big portions.  Recommend for sure.  Patty was great!"
0,9IZX6ctv4ea6mc9gzu1flQ,aPiyQ1ROFKdhzuglWaxItw,2013-02-20,Yum!!!
0,3uOxuJUnx72b86-3NKhX0A,nntjY8aP0FYJFkAll5a8RQ,2018-03-02,Really nice Japanese food.
0,1fX9x47Xm6vIr8sHxQHdsw,rKOVduk_kQpoIiom5lbBAQ,2011-03-03,awesome
0,i631pRlq0u29VvaMshW67A,b5-bCtvbvj65vT10UBz_PQ,2016-03-03,The wings here are SO yummy!
0,Fl2yDmC0B0TTVsNixxVXfA,74goFJSWzAwmk69XfPqEag,2014-03-11,"The cocktail menu isn't large here. Also, their caeser is a waste of money."
0,ABRgXNwdOX_JyqChNr8IYw,tSGRTuFHNBIONx_R3E-cIQ,2016-11-21,The best place in the city for chinese food
0,eQfYZrSuzE6B4vkmu74H6w,rfPU3vy-DWAGlyEAmsHrmw,2013-07-10,The state fair will suck this year they are not having the figure 8 racing they cancel ed it call jonh sellers or the state fair and tell him you want to watch the figure 8 races bring um back
0,Mul_BVwcnhqmp2h_7QFepQ,6Ea6SxQaWJ8koHZ8r93Q_g,2012-04-26,$4 sangria during happy hour  for their anniversary. Yay!!
0,Dqzkdf0sz8lm9AFjfsDmIw,b34yOQoUDev_l6BzDBMpUQ,2013-02-18,Free birthday steak dinner!
0,jca2NWkvTI3cuqT6P486Hg,PcvbBOCOcs6_suRDH7TSTg,2017-09-03,Mac and cheese is awesome. Corn baked right in.
0,t4OqKvli33JeoX1bI9AWnw,WY5_gCvw4LQDR6doLt8LYA,2018-03-15,They have gone above and beyond to help us get into a place as quickly as we needed!
0,ii8sAGBexBOJoYRFafF9XQ,iBnRs22p7X9HqsQafN58VA,2012-04-14,Excellent location right in the middle of the strip.
0,5LNZ67Yw9RD6nf4_UhXOjw,-LhU9PZZKaP_xFa_rjo9jQ,2012-06-29,Starting my Vegas weekend what!!?!
0,ENcvtcZKNcgCQnSNfYZQQg,qQWH4cbwua8XiyB89wYFvw,2012-06-25,"Meh...nothing special, loud music, very sweet desserts."
0,zNJL_FKlQey0B9LuoHT3Hw,PgJ-SRFIcKvO4uaCXLLxTg,2013-05-03,"Super, jederzeit wieder, jedem zu empfehlen der in Las Vegas ist ! 
Audio Proframm in Deutscher Sprache, Perfect !!!"
0,Vi7DWovv_vnWmxhURiioFw,Zj-6Ibb-zfyM5_u4sQ8v2w,2016-02-20,Thanks to Dave for a great tour!
0,lkjgZcgbpbYR_mXoGXWmQw,Vf3NevvktOGKlJbmogFK3g,2013-10-01,Love this place. If you live close by it is the way to go.
0,ZtsnwjxjzMUI6tDZNrJUeA,ZpDtGS4_WnzY7QC7JuAk1w,2016-05-22,"Just had their burger, one of the best!"
0,IlsxDj7OhvFKge4lcZkX8g,2wbENd8Z2hNu6KI_MbdVCg,2015-07-07,Where light clothing and prepare to sweat with stimulation survival instinct
0,WmuoWetYC-4U2-V4taC6Wg,QFUB1cTc3EGN8v13T7CtnA,2012-08-15,Awesome food and service!
0,ohYgabP6PqkNsF0vnZUxeg,KOzjeUUPdouBVXMyHDh-Vw,2014-08-07,Wednesday nights they have wine tastings. Usually sipping ~6 wines and they often determine the menu options. The first Wednesday of each month it's a potluck wine tasting.
0,vl1aHp6pvnSmpoRQShWLjg,TYTHtmenk7kSSAYVB10w-A,2016-03-30,Best Onion Straw for appetizer!
0,FyKefsWq62xeXpje0Flcig,A0j21z2Q1HGic7jW6e9h7A,2013-09-28,"This is a Brooklyn and Arthur Avenue raised family, serving some of the most delicious and genuine New York Italian food west of the Hudson River!"
0,-wabMTvmllPuVDN0hXa1LA,oS2y77hbb-bIt6c8HUEHRQ,2011-12-26,Pops getting a iPhone 4s -_- lol
0,9NUzqXvKC-Ah9I_62UD-Bg,Z7xuJ9P_rMtBvi4aFmP7zw,2017-08-18,"It's a nice terrasse for summertime, where you can enjoy a fresh beer and a juicy burger"
0,6yK-BSwa14qG9YdLR88sfQ,0i_rZ-pfPu0ZQ9Q7z8YCqQ,2016-04-06,Fantastic place to get out and do something different. Been here two times now and everyone is always fantastic. They're adding new pottery things this month and they're always helpful. Definitely check it out and BYOB for a good time!
0,3CBLxydJU6CFRMGhu9b-sw,ESJM2oBMSO-sPm807ka_yg,2012-06-29,"Celebrating Melissa""s birthday."
0,XeFw8cW2uIF7m0Hcc17JQA,Po8BQIO9BocogHiqie5yVQ,2017-08-18,"They do a good job, charge a fair price, are flexible, and can easily comminate."
0,iCQpiavjjPzJ5_3gPD5Ebg,AVTg7Rq9wIp_BcSDJPXZuA,2014-03-11,Great pizza!!!
0,MgHWbwuxxb_txhI3lK_bKg,8SgjU2fID9VqKQooFt1DIQ,2012-08-08,"It was extremely difficult to NOT order the Mac n cheese, but willpower persisted. :-)"
0,rOqY1Vj8sQ6kL9XLVQRslw,nQYP01FewC4UpVG24TTRmw,2011-11-20,Pit stop on the way out of town... Mimi's Pumpkin - just like on our wedding day!
0,WKrVZc6U3AvBNimsp6r5HA,B_4cl4IGRqYb0wQSe-rYjQ,2014-02-02,"Hard to leave after sitting on the big lovesac. I swear, I'm ordering one now. The  ladies at the counter are super helpful!"
0,_hML_SleB40KkUrMHOZ_-Q,5vJE4ploStTJHi3PH0YqIA,2013-07-22,Fun meal. If you don't like tapas don't complain about small portions. Oysters and pot pie bites were the stars!
0,uvD_BmjMFUK1kDpiG8t65Q,DtuFSO_6aVm3U4jlI7fq3Q,2013-06-12,"Another note on how horribly lame this club was for a girl on a Sat night: it was virtually empty at  midnight, with mostly couples & bachelorette parties that were suckered into the place, awkwardly dancing in place to the horrible DJ. He mixed Single Ladies & what sounded like Sir Mix A Lot."
0,n_iLbzIWfFsq2TVKOGg4ag,aVLk5Uc6OJuCBGQBAX6EQA,2016-09-10,Did a great job on gel pedi and mani!
0,gtMefjraDnh05GnXydnjbw,t4A2d9-I-JEeblw2hy2tsw,2015-02-11,Rude customer service!
0,K8M3OeFCcAnxuxtTc0BQrQ,M-gYzE23xCQjcm8frBCEGA,2017-02-05,The black raspberry milk shake is a must try.
0,I19KjkRDk4oJ8J2a9Ur2FA,JF6qFVtvsx7Vf4exlDAjdA,2013-11-05,The empanadas de cazon are amazing!
0,bsrj9_hFAql3dlSf244zpg,eJZs4y9OOE9QOFFJbEJBlg,2018-06-28,Almost as bad as the owner.
