stars,useful,date,review_id,business_id,cool,text,user_id,funny
3,1,2013-04-26,HuyAINy8Gx3IZcW6h8Z_1Q,bgm4lBsot9hn9mFv_p-NZg,0,"I went here for a pedicure based on the yelp reviews. The price was decent for a spa pedicure ($25.) However, I decided to add on gel instead of regular polish which was another $20 (which is pretty standard as well.) So here's the deal... 

1. STAFF
Staff was fairly nice. All three people spoke to me and I didn't have to wait long to get into the chair. 

2. PRODUCT
So this is why they only get three stars. I choose gel because a gel pedicure should last longer. (FYI- I also made sure to choose the OPI gel product because some of the other gels are not as good.) The pedicure looked good for about two days then it began to look like the gel was lifting. This was definitely related to the mediocre application of the gel product. The tech somewhat rushed and was somewhat sloppy so the result was lack luster. Disappointing! 

3. CUSTOMER SERVICE
Another thing I was somewhat... Eh, about was the fact that they charged me for a big toe fill. (FYI- I have acrylic on my big toes because they have a tendency to brake on me.) Most places will comp the fill when you are getting a spa pedicure and gel as a courtesy because of the amount of money your spending. Not here they charged me. (This affected the tip to the tech because I felt some type of way about it.) 

Overall I will not be back to this nail salon because I was overall not that impressed with the finished product.",dgVJzkjTHapHRloRKYv4bA,0
4,2,2008-08-30,6HgIsVjYoALWGUA5gZdlcA,RSrnpTGG0xy_K1uM3YHqOg,0,"Do they really expect you not to run? Seriously? I'm sorry, but when I see a posse of waist-high brats racing towards me in a blacklight-lit maze, I'm tearing in the other direction, thank you. 

That said, Laser Quest's field was a heck of a lot of fun. I'm sure we would have spent more time there if the kids hadn't already been tuckered out. Both kids said they'd never seen a laser-tag course of its ilk: three stories high and incredibly well designed with nooks and crannies. I just wish that pint-sized brats weren't allowed after certain hours.

Kudos to the management for refunding my money when I was forced out of half a game due to my gun not working. They at first said they don't give refunds, but when they offered me a free game and I said I was from out of town, they relented. Thanks, guys. That sort of service is very much appreciated.",aaIN-nD12bYSSfkgd9FpFw,0
5,0,2014-11-13,8BTTUyNPDFvsgrKjghf_gQ,lV5Wg1-4rZZQAmJZqaMysw,0,My wife and I rented a bike from eagle rider and i couldn't be happier with the service and the bike. The staff gave us great advice on where to go for a great ride! I will definitely be a repeat customer,FYnrsekokpxG_MdTtAcUeQ,0
5,0,2016-03-11,9wUV3vanawLN1Sn74UtT1w,rzWFku9477oIT4THhKwaXQ,0,"Stock In Trade might not be everyone's favourite sandwich shop, but they sure are my kind of butchers. I don't come here for anything else but the sandwiches, which are huge, loaded with meat and toppings, and very fresh.

They prepare everything out in the open, serving some sandwiches hot and some cold. I never know exactly what they're gonna have on the menu which is part of the fun for me. Located on the Danforth, I always look forward to a nice walk through this neighbourhood after devouring a satisfying sandwich. The dudes here are friendly, helpful and passionate about meat.",-KVxkJDSTjtPGsamMDG92Q,0
5,6,2012-02-20,VeoUzlC5fmSJQzx5O6MeMQ,dEAk-gE-5Q95a7p91gNn8A,0,"I should have taken a picture of all of my delicious food but I was too hungry... Next time.

1. I felt welcome and comfortable from the moment I walked in the door. 

2. I love that their drinking glasses are huge. I'm known to drink a lot of water and I didn't even need a refill. 

3. The waitress was very attentive. My guest and I met the new management as well. The chefs were very cheery and worked their magic quickly.

4. The food is perfect, the decor and smell was fresh, ESPN was playing on the flat screen... Basically, all of my senses were delighted.

I would rather drive further for better service and food than go back to any other sushi spot I used to go to. My new fave!",5JL8oH3jyWttQMaafrhkzg,0
5,0,2015-06-29,cbtlskTQpmCvE43rv8NsFQ,cTJjTKz2huGZ-ElScC2pSw,0,Great Food! Try the curried chicken sandwich...yummy! Not a drinker but friends love the choice of drinks. When you're finished try Churn next door for an ice cream topper,23Fm0A6ir-LNaPjKA3M5Gw,0
5,0,2018-04-09,ylgzMg44jGqn93ULfEp_1A,YuhAHVsstmDENWuZM30tMA,0,I am a big fan of Thai food and this place is always a good place to go. I work near the restaurant so it's very convenience for me to visit during lunch. I have been here couple times and I am pretty satisfied with the food so far. You must try the Pineapple fried rice!,L49RevC3szNAuhPjOvAKFw,0
5,9,2016-06-02,Kn_Qd_Nl3x9nA14QsUvMwQ,Wfz77rdFO3xf9WnVpda2TQ,5,"So let's get real for a moment. The world is soooo oversaturated with handmade body products, lines and designers. It's literally overwhelming. When I decided to take the leap and just try something, maybe I was a little biased to the company's name, having grown up on the east side suburbs of the namesake.

But in a sea of mediocre skin care and beauty supply, Chagrin Valley Soap & Salve is the real deal...and they have the yummiest flavors EVER.

I've always been lucky to have pretty good skin, aside from being super pale and having a sometimes uneven skin tone. My skin also doesn't react well to really strong things, because my skin is just average and doesn't need any harsh work. Because of that, its always been hard to find things that keep it consistent and healthy without irritating it. I love the citrus & sugar facial cleansing scrub and the chocolate & honey soap for this purpose alone. It moisturizes, exfoliates and doesn't smell ridiculous (no added scents!) or have weird chemicals. While everything smells delicious and is perfectly crafted, you're not putting anything weird on your body. New motto: if you can understand all the ingredients on the back, you win life. 

These lovely folks are opening up a new store soon in the 5th Street Arcades in Downtown Cleveland, and I'll literally be there with bells on at the opening!",u3ZPMVVEzneq8x856WksJQ,3
4,0,2012-09-26,eCELENrvncd_lJkgNt6hnA,Wfl_ch21ojyHsPnkvvnstw,0,"The Bobbie was to die for! Like an explosion of thanksgiving in my mouth! Delivery guy was a bit slow, though the sandwich quality more than made up for it!",KLLKsd5YzyDCMsDC9Ab6uQ,0
5,1,2017-06-09,BmjR1Rw9FUmlX3rjkRPLDg,LyVLSt5aLx-4Ll2XB-U-5Q,0,Excellent customer service! Food is great and best Pho in town. Grilled pork chops are amazing as well.,U6LWQSCujm5R-CeB8EIXMA,0
2,2,2010-02-22,jk9bbUUvEVGsy-2Dk16WrA,Em0MDcxhSYZm7JVpR6WyJA,0,"I really want to write a good review today, but i have not had any great experiences latley. If you have have read any of my other reviews you may have ran across McKee Ranch.. This is kind of the same theory. You pay $20 per car load to go in and get to see the shows and take part in the western extravaganza.. Again.NOT the case. We got on the little train since the lady working the front said it is a great scenic ride. We went from the front gate out to the other parking lot and the conductor got out and asked the people waiting for thier $20. And back to the gate.  We then walked into the western town they have set up and went to catch the 12:30 Mellodrama. my review on that is 
"" DONT DO IT"". 2 guys 1 fake beard, a dress and cow bell... enough said. We then walke over to the petting zoo that they have. Yeah they have a few animals, no they are not in good health and no I would not go back to see it again. Look at the pictures i have of this place and you will see the wite tailed dear that was shivering in a corner and it was plainly obvious that this poor animal was suffering. I dont think i will be going back to this place to see any of the western attractions.",sqJZt_Z144RWGk4bdKTpSw,1
2,1,2017-06-02,UTe03VIwGMCmxGcvmaL_Bw,ii8sAGBexBOJoYRFafF9XQ,0,"We have visited here in the past (not stayed overnight) and were relatively pleased with the. Casino. But our current visit has proven that Paris Hotel really does not care about their customers. Here are just a few examples. 

During both check-in and check-out we knew we were hitting them at their busiest times, so we were expecting to wait. But at both 4 pm Saturday and 10 am Friday Paris felt the need to have only have 3 associates supporting check out and 2 of them were dedicated to their Platinum clients. Ridiculous. When the 'mob' waiting to check in or check out start to get upset and their anger is feeding off each other it is not a good experience to start or end with. There was one of the person distributing keys, but they were dedicated to check in people that had used the automated system, which according to many people was flaky. Hey Paris, if you have only one person helping the average customer, and that associate gets bogged down by one irate customer, the line doesn't move for 15 minutes and people get pissed.

Probably what made me more disappointed than anything during our check-in/check-out time was the reaction of management. We saw at least two managers that were aware of the problems yet I never saw them roll up their sleeves and help their customers AND THEIR OWN EMPLOYEES.

It also appeared that every single Diner or restaurant was understaffed, except of course the two most expensive. When a diner is only 1/3 full but you have a line waiting because you only have one slow Hostess seating people, that is ridiculous. And the wait for a person to come by your table should not be measured in quarter hours.

We also paid for a cabana for one day at the pool. Here the Staffing was sufficient and pleasant, but would it have been so hard to take a leaf blower and get the crud off the ground before we arrive?

Of course there were always manned tables in the casino to take your money, and many times they had no customers sitting at them. But the rest of the staff seemed completely overworked and unenthused.

I did feel that Paris earned at least two stars, maybe a third if I'm feeling generous, because the rooms were very nice. Most of the associates were pleasant. Overall the food was very good in all the locations

An HR executive once told me you need to make sure that when you hire people they have the passion and pride for their job. Paris, you should start considering those words.",aXoWfX1m8cXMwcqPraH4pA,1
1,2,2017-08-14,7tnROSITjZe3LpVlv3nGzA,VkECNTcZZ1mdN-VJltJcWA,0,Prices are very high for the quality of food.  I took some of the food back and they did refund me but no way should they think the prices are ok.  Also when I went in I had to walk all over glass.  The front window broke and they made no attempt to clean it up.   After I left I had to pick pieces out of my dress shoes.   I was hoping they were better but I guess go down the strip mall a little more and get good quality food.,G_v7DL4oCZu0G7juENAdfQ,0
5,0,2017-05-11,Qvlao68l-3k_D2lBMU-OwQ,nuGAd48mGzVLlJLPkST0BA,0,I was in the area visiting and a friend of mine stopped in to get a mani/pedi. I got the deluxe pedicure and a regular gel manicure. The service was great and everyone was very friendly. Will definitely return if back in the area.,35jdiJvuTlJEs_t_XpBrqQ,0
3,0,2011-07-11,K74BZkcmbIvZQP_W3X6TWw,yHYjDPuRtLvhvMpOn5fXOQ,0,"So i decided to try this place since I have heard so many people tell me about it. Well the place is small and intimate which I really loved but it wasn't everything that I suspected it would be. The service was just so so. The rolls were very good but the presentation was just blah. I had two rolls, miso soup, a drink and endamame. The edamame was way over cooked and that is seriously the simpliest thing to make- its just blanched soy beans. Anywho- the one of the rolls I ordered had bay scallops inside which had some kind of mint inside which added to the flavor. If created a nice woodsy/citrusy flavor that was a great addition. But my cousin ordered the spring rolls which had this same mint and some kind of other flavor that was so overbearing it destroyed the simple an light flavors that are so familiar in a fresh spring roll. The sauce on the dejavu roll was phenomenal. All in all a good place but not exceptionally great.",oIAeUmkMn0yXNqaKcMvarg,0
1,70,2010-08-27,ffOhQImg-RNyqmy_PCzxPg,100E38Jj8d40SYMFKdkoAw,8,"I would liken PC Financial (Mastercard) to dating a guy that you thought was amazing but years later you realize he's turned into a huge douchebag.

It all started innocently enough.  I decided to get another credit card, and there were amazing rewards with free groceries, all sorts of gift certificates to different companies, etc.

Their online website was a bit late 1990s, but hey, it was fine!  it did what I needed it to do!  Besides, I was always someone who pays my bills on time, so I didn't care about fees or interest.  

Then, all of a sudden, as I was redeeming my PC points, I realized that you could only do it for Loblaw groceries.  That was OK since we all need groceries, but why wasn't I told?  

Then, they started giving you less points for the amount you spent.  What incentive was there to stay really?  I was using $30 a month on it.  

So, I decided to log into my account to see what was going on... only to find that they had changed the entire interface and I no longer remembered my password.  So, I tried a couple, then it locked me out.  So I tried calling PC Mastercard to reset it... I was on hold for a half hour before I frustratingly gave up.  I tried the next day.  On hold for half an hour. AGAIN. 

I called again the next day, and I finally got through after 20 minutes.  I decided at that point that they had wasted enough of my time and there was no point in having this card any more.  I cancelled it, but before I did that I asked them to tell me if I had any remaining balance on the account so I could pay it off.  They told me I did not.  

So, two months pass and I no longer have this card.  In the mail, I get a notice saying that I owe PC Mastercard some money.

WTF!  They told me I paid everything off!  

I angrily called them demanding why suddenly there was outstanding payments on it.  I cancelled my card months earlier.  They told me that there were a couple charges from a couple weeks before the card was cancelled, and they said it probably wasn't posted at the time.  Now.... it would make sense if it was 2 or 3 days after, but 3 weeks?  And for that matter, charges for Loblaw, who runs this bank with CIBC?  Now that is just plain ridiculous.  

The person on the other line was condescending and rude.  He said that since I had closed my account, there was nothing he could do about the charges.  His manager apparently also could not help.  The whole operation is a complete sham!

Since this incident I have also spoken to other people who have had similarly frustrating experiences.   Don't be fooled - go to a legitimate bank to get things done.  This bank is not worth your time or money.",KgJdBWS3ReP6TVhYWJRKmg,16
4,0,2015-04-30,6Mr2axawEA5foXaS4azO2g,sAU0FbmsQwcwk3uvvvtIgw,0,"Phenomenal.... I had the ""small"" fried cod sandwich and wasn't going to eat the whole thing...but just couldn't help myself. Hand cut fries and some of the best cole slaw I've had. Great little dive bar...",-SPSAYgpuYM_y12HKX4tDQ,0
3,0,2013-07-18,NvDR5_4OZdkX3M48EJbgOA,QeqedxEzl0jmMacp_xLmRQ,0,"I used to love Houlihan's!  They had the BEST ahi tuna salad - with all the changes in the menu - I'm so glad that they left it on, as well as always have amazing drink specials.  
My salad at this location was good and the drink specials were good too.  I was just a little underwhelmed.  I remember it being ""the"" place to be and it just wasn't.",wP5PM0pWUthfK_cSlKJIGw,0
4,3,2011-11-23,GjDpAeJfL-oVXZwVTHZerA,jCR-xC4NqoEajjmstqX8sA,0,"Wow here's a little hidden gem off the Strip. If you have haven't experienced Twin Creeks, you should! It's a perfect place to take a date with it's relaxing, modern atmosphere. The only reason I didn't give it 5 stars is because our server was horrible but the rest of the experience was memorable.

We arrived for dinner during their happy hour so we were able to order from the tapas menu, which we used as appetizers. Unfortunately they were out of their roasted artichoke so we settled for the cheese stuffed mushrooms. These baby portabellas were quite enjoyable. I would describe in depth but all it took me was one bite! 

We then proceeded to order from the dinner menu and hey a nice steak dinner for 2 people under $70 is good in my book. 

First up, the bread. Wow, it probably was the best bread basket I've had in a while or maybe I was just really hungry! The pretzel rolls had a nice fluff to them and were warm. Now the best deal are the classic dinners. My partner ordered the chicken Milanese and it was actually really good. The chicken was moist and the breading was fried perfectly that it provided a nice crispy crust. The meal also came with 2 sides and a salad for around . The salad was a spring mix with homemade balsamic vinaigrette. The dressing was actually really enjoyable. The consistency was perfect, not too thick and not too thin. The two sides were mash potatoes and broccolini. Luckily the taters didn't taste as processed as some of the other joints but you can tell it was fresh homemade mash taters. Overall this meal was enjoyed.

So it's really hard to go to a steakhouse and not order a steak, of course I had to try their steak. I ordered the 8 oz filet Mignon with mac & cheese and asparagus. The filet Mignon was so tender, it just melted in your mouth. The only downside to my steak was that it was a bit dry. However, it didn't stop me from devouring that luscious piece of meat!. My only suggestion to the staff would be to possibly add a beef broth/gravy ramekin on the side in case the steak is dry. But I am a true believer that the best steak is one with no sauces/gravys or over seasoned, just salt & pepper. Now again it's hard to screw up asparagus but all you have to do is steam them and add salt. The mac & cheese, eh I've had better.

Again, it's a great place for a romantic dinner where you don't have to spend a lot of money for a steak. Afterwards, enjoy a cocktail at the Mermaid bar by the tank or the flare bar. The employees are great and actually run the food out quickly (trust me, they sprint that food out to you). Yes our server Rob (oops did I just say that out loud?) was not the best and took him forever to come to our table and would forget to bring stuff. C'mon dude get it together, it wasn't that busy.

I would definitely go back for dinner, hopefully we get someone different next time!",IxEMT9rqzG6n4EJhqXSMvw,0
4,0,2015-06-24,JjIp5Zxg0wDPU_TqJgNNKA,BwuyBsShSQwO3_-SvW6fRA,0,I order the beef kaboob which came with persian bread and rice my gawd what a wonderful find in this place I will definitely be back.,Xb0NtBLY-2GfJ8DT_4noAg,0
5,0,2012-10-17,-RZrDKvIU-AgWYXths9YAw,uKKNw68mZZaa1jcyszEbyA,1,"Absolutely delicious and great service. 

Jeff, the owner was very friendly and easygoing. We talked about his french-inspired recipes and his foodtruck background.

The menu is pretty simple, with about a dozen crepes and a standard coffe-bar drink menu. Jeff says the crepe selection is always changing - when we went he had some cool seasonal options. For crepes you have the choice of 'savory' or 'sweet.' My wife and I both ordered savory and loved our choices.

The menu is reasonably priced - about $4-$5 for sweet and $7 for savory. For two savory crepes and two drinks our bill was $20 and change.

We will definitely be back to eat our way through the menu!",Hyf-RcFn45LzNbyTB4-60w,0
1,0,2018-01-05,tc9H1UMeY04OCMKB9_l_Tw,h6f3QbR0n0fpS2Tu9MJJTw,0,"My son loves pho, but he didn't love Viet-Thai Noodle House (and he's easy to please). The broth wasn't that great. The beef was chewy. The bean sprouts weren't fresh. He didn't like their spring rolls either, which were filled with mostly vegetables and very little meat. The service was as bad as the food. We didn't get any napkins until we were finally able to flag a waitress down at the end of our meal. (I have kids. You NEED napkins. Lots of them.) The waitress also poured water into a cup of Sprite, and she apologized but didn't offer a new drink. Needless to say, we won't be coming again.",NnL6HUNY9ckb9mSbTGkjOg,1
4,2,2016-01-16,BYITkubmNA2Huju8pSZgCg,iNKMTWEZ-uuXzCbPsAv-kQ,2,"Hubby wanted something healthy so we stopped by Cafe Zupas so we can indulge in a salad, after our baby registry.  It was fairly simple, we get in line, the salad section was first.  We let the lady behind the counter know we wanted a kale quinoa salad, add chicken, and half a strawberry chicken harvest salad.  Then we moved down the line where sandwiches would have been placed.  We didn't order sandwiches so we shuffled on to the soup section.  I ordered a half tomato basil.  Then came the dessert section before hitting the cash register.

My hubby noticed that there wasn't any chicken on his salad so he let them know right away that he asked for chicken.  So for our meal of full kale quinoa salad with chicken and extra pistachios, a half salad and soup, along with a drink cost us a bit over $20.

I liked my salad, but the soup wasn't a wow as it was creamy and sweet, vs the tartness that I was looking for.  Also, the half salad alone filled me up.  Our meal came with a slice of baguette and choco dipped strawberry.

Overall, I did enjoy the freshness of the salad, the easiness of ordering, and the cleanliness of the spot.  We will return.",5wT0vDycEzgq95yVCZ60Aw,3
3,0,2011-04-22,irW9R2HI37eRMbngppOZOQ,5mmF-H_4emxvultbneKFWQ,0,"I think we ordered the wrong items.  I had a slice of sicilian pizza, my date had the spaghetti, and we split a salad.  Salad was just OK, pizza and pasta were decent but nothing to get super excited about.  If I lived next door I'd frequent this place, but I probably won't see this place again.  Maybe we should have just gotten a regular slice of pizza?",1O638BDK_fWuxgTVJwff-A,0
5,0,2018-03-31,Pn4W8tMfSb_SWKupkLL_FA,iFCz-xI7CV98fcaB4Chh3g,0,"Unique, great food, ambiance, and flavor.  Feels like a strip style restaurant off the strip.  They serve up an awesome menu that's different from anything I've tasted, but delicious.  I loved the chicken wings and definite will be back for more.  I'm happy to see places like this popping up off the strip and Black Sheep sets the standard for how it should be done...",gKwv2g1X7iEPdgUoX0X5rA,0
4,0,2017-01-06,6nUGCD9Pixmc7VvqJLqPkg,BEtgRzNeXGAf0uQ-HuSyfA,0,"Great service and delicious ramen. Ordered the tonkatsu, noodles were just right, I'll probably order spicier next time though, I ordered the medium but wasn't really spicy.",V2dDP7db43GKGxp81umXZQ,0
4,0,2018-05-25,5cLFQ0GLR22DVC6O_CiycA,2KWkeOk1KaH50Es_A-8cnA,0,"Great CS on part of PAIGE and manager. Comes by table to followup on meals!
Great service and followup surpassed all expectations.
Lots of food choices. No regrets",Si0XCOQK1LShCE3X8Z97MA,0
5,0,2017-07-03,b2Fv_NY9Cncj2jPgH2-f0g,Rj-7ymdw8aNZBRqGRAjR3Q,0,"Everything was awesome. 
From being sat by Stephanie, to getting taken care of by Erika, and last but not the least, the food. 
Tacos were bomb and the fish too!",l5Y0xliDOiP1ZAV2dLj9sg,0
1,0,2015-11-22,7-ZmE-Yo4zbDYr9u7Ct6EA,bvow46stEejfxnnqEKTAyQ,0,"This comes up as a recommended vegas attraction. I think this one can be skipped. The ""tour"" is a self led tour through the factory. It wasn't very long or exciting. We had a groupon they refused to honor so we left without buying their extremely high priced chocolate. I would say skip it.",KPpLUh1hT1ngdCN2E3d5Jg,0
3,0,2016-08-21,Dq5zNJ4_Vch43QcsMGx3bg,Ff0kQjNFKdn4CLST0ypmew,0,"***The rating is for 3.5 stars***

So I decided to give this place a try after reading other Yelper's visit. Toshi Ryoriten got really nice decor. And I agree with other posts, finally a Japanese places uptown! 

Let's start off with venue, it is very nicely decorated and very clean. At the entrance has this classic Japanese style wooden door like motif. And once you get inside is more modern and nicely lit. 

Onto the food... Not bad, not too over powering in terms of flavour. My friend and I ordered a marinated cod (Gindara), spicy salmonl, yellow-tail and green onion (Negihamachi) plus rainbow rolls plus the shiitake mushroom stuffed with surimi shrimp paste (Shiitake Shinjo). The food aren't bad, as I mentioned the flavour isn't overpowering. The fish was quite fresh. And the texture of the rice does have certain authentic Japanese sushi rice taste. 

The atmosphere of the restaurant is casual and not too loud, where one can have a conversation with a date. The servers aren't bad, they tend to me as often as they could given the busy schedule they have.",97ZsoydQYxhmQ-XnsxbDog,0
5,2,2016-02-01,TfVBYizARl-pt9vmPEsVZg,cGNtSkENoYTEctN5AcFb9g,1,"Au risque de répéter ce qui a déjà été  mentionné, les drinks sont très bon. J'étais agréablement surprise de retrouver le ""aviation"" drink que j'adore composé de liqueur de violette le rendant plutôt difficie à trouver à Montréal étant donné que cette liqueur doit être importé de façon privée... Le service très convivial mais efficace. L'ambiance est celle que je souhaite retrouver d'un bar de quartier ce qui est d'autant plus étonnant vu la qualité des cocktails, un plus ! Le quizz night nous est ""tombé"" dessus alors qu'on allongeait notre 5@7 et on s'est dit : ""pourquoi pas?"", l'ambiance était au rendez-vous !
Belle place qui mérite toute la réputation qu'on lui porte !",RsQWIQFPX4IPGNa2i5PMdA,0
5,0,2013-11-19,-DNBmIOvYOXIsHx_sht6fQ,ArQs--vHJtN7_m6hGH9EmQ,0,"Great food and friendly, fast service. The turkey avacado is awesome, prickly pear hummus is great and excellent iced coffees. One of the best lunch spots in the area.",NWPzxfuOw_jxvA-labROqw,0
5,3,2017-02-27,Noq3XWq5cG3J3IK9O8ixww,A7gK6ZrGy939Zo43xNZcVw,2,"Great return visit with a group.  Service from Suzanne was terrific.  Everything on the table was delicious...poutine, kebabs, burgers, oyster po boy, hanger steak, pomme frites, Chai creme brûlée, s'mores dessert, and chocolate raspberry ice cream.  And I didn't even mention their great beer list.  The Dark Horse Plead the 5th Stout is delish.  Make a reservation. It fills up on weekends.  Always a great call.",Xxvz5g67eaCr3emnkY5M6w,0
5,0,2016-11-05,sdF7wtejo_YEPMxXgQdPew,UidEFF1WpnU4duev4fjPlQ,0,This place is delicious and has great service! We got the oxtail empanadas and a cubano and they were out of this world! Don't miss out!,fyQe6CftQPavWJI17Mlv8A,0
